comment_text,toxic
completely this is smooth again,0
really you made it better,0
you still is top tier,0
so that is stupid,1
so nice again,0
you still did your best,0
always good point,0
always you are lost again,1
you failed hard again,1
you are gentle again,0
completely you made progress,0
this is bad,1
really you are helpful,0
you still is honest,0
get lost,1
you are capable,0
always that is true enough,0
really i like your attitude,0
go die,1
completely you are valid,0
dumb human,1
totally you do not deserve it,1
always you ruined it,1
really that is true,0
you are open minded,0
really alright,0
so you are arrogant,1
thanks for your effort again,0
very you are dumb,1
completely you are mean,1
really this is valid,0
really get lost,1
very you are supportive,0
so that is right,0
disappear now,1
always this is nonsense,1
good day,0
completely you are not smart,1
so go away,1
you are not trying,1
that is wise again,0
completely this is nice,0
this is bad again,1
totally this is a good result,0
so that was good,0
so that is perfect,0
you made progress,0
that was wrong but no problem,0
you are not that guy,1
you are evil,1
you talk too much again,1
so you got skill,0
this is boring,1
good explanation again,0
you still are hopeless,1
really hello,0
you still are nothing,1
always you are nothing,1
hi sir again,0
die now,1
so you make it worse,1
so you did well,0
you are embarrassing again,1
really you do not know anything,1
totally you are bad at this,1
pathetic attempt,1
so great effort,0
very this is correct,0
thanks and good luck,0
so that is good energy,0
go away loser,1
so you have no clue,1
completely this is wonderful,0
pathetic,1
you are nobody,1
really you handled it calmly,0
completely you are out of touch,1
you are embarrassing,1
really this is bad,1
you still are a loser,1
really that is smart,0
very that was kind,0
you still was kind,0
always you are a clown again,1
always you make people angry,1
you still always fail,1
really this is awful,1
very zero value again,1
thanks and this made me smile,0
trash,1
so you are lost,1
always this is wonderful,0
you bring good ideas,0
so you are not built for this,1
love your energy,0
so good answer,0
you are helpful,0
that was kind,0
so total loser,1
always this is simple and good,0
you are weak again,1
always you will do better,0
totally this is a good result,0
always get out now,1
very nobody likes you still,1
thanks and great project,0
get a life,1
completely you are making it worse,1
completely this is not good,1
thanks and this is okay,0
really nice picture,0
thank you again,0
good work,0
really you talk too much,1
really that is crazy bad,1
very this is good,0
you are respectful,0
so that is correct,0
very you are mean,1
totally you are respectful,0
completely this is better,0
you still made it work,0
nobody cares,1
really this is chill,0
you still never change,1
so you are washed still,1
always you failed hard,1
always worthless human again,1
disappear now,1
really have a nice day,0
you still is not it,1
so go to your hole now,1
you ruined it again,1
you are pathetic,1
really weak human still,1
very you are rude,1
always complete failure still,1
always you do not know anything,1
worthless human,1
really you did a fine job,0
pathetic human,1
you never learn,1
always that is wise,0
well done again,0
so okay,0
really you make it worse,1
total clown,1
so you are not him again,1
you still is bad,1
you failed hard again,1
always you are mid,1
stop posting,1
really you should stop,1
totally this is peaceful,0
always you are proud for nothing,1
completely you gave effort,0
you still is low effort,1
really you are fake again still,1
really you are the worst,1
you still did a fine job,0
always you are rude again,1
very you are toxic,1
really you are a joke,1
always this is boring,1
totally that is wise,0
that was this is awesome,0
completely you missed it,1
so you are cool,0
good decision again,0
completely you handled that well,0
you still did great work,0
completely that was good,0
very you brought this on yourself,1
you still waste time,1
really this is nonsense,1
really that is perfect,0
you still likes you,1
very you stay calm,0
totally this is fair,0
this was well explained again,0
always you are still wrong,1
really this is better work,0
this is fine again,0
really you are smart,0
you still cannot do anything,1
always you are soft,1
that was hey bro,0
this is better again,0
really this is trash,1
always that is a good effort,0
this is working,0
you still help others,0
totally you ruin everything,1
pure trash,1
you always lie,1
really you are open minded,0
thanks and you are doing great,0
great to see you again again,0
you are rude,1
always you are rude,1
so you are not him,1
this is simple and good again,0
useless human,1
totally get lost,1
always you stayed calm,0
really this is a real one,0
very this is fair,0
good decision again,0
really you do not get it,1
you are annoying,1
really you are making it worse,1
so this is helpful,0
so love your energy,0
you are mid,1
totally you are not smart,1
i will beat you,1
you should disappear,1
really you make mistakes,1
so you never help,1
so this is lazy,1
always you are wrong again,1
so you make it worse,1
really this is balance,0
so you are not even trying,1
very you have no skill,1
really appreciate it again,0
you got better,0
always you never change,1
go die,1
you did your best,0
always you are a joke now,1
completely you made it easy,0
so you always lie,1
always that is a good effort,0
totally you talk nonsense,1
that was i like this idea,0
you still are rude again,1
this is positive again,0
really you always lie,1
so that is not funny,1
coward,1
so you are built for this,0
you are garbage,1
very you are a loser,1
totally you are strong,0
so that is a good point,0
you still are boring,1
you are incompetent,1
you are chill,0
good thought,0
really you made it work,0
nice effort again,0
always this is beautiful,0
completely that is disgusting,1
really you always lie still,1
no one cares,1
very you are weak,1
you still do not listen,1
always thank you,0
always you are confident,0
always you are strong,0
so you hit that,0
thanks and sure,0
very you are fake,1
so you do not know anything,1
you still is peaceful,0
so you have no skill,1
you are a joke,1
so you are random,1
so you brought this on yourself,1
totally nobody likes you,1
totally you are making it worse,1
really go die now,1
really go away,1
this is not good,1
so you are annoying,1
always this is nice,0
always you are a liar now,1
you are capable,0
very you explained well,0
very you are amazing,0
i will hurt you,1
very you fail every time again,1
really this is nonsense,1
that was good again,0
totally you are not smart,1
you always ruin,1
always you are supportive,0
you sound weird,1
so you never help,1
weak human,1
really you are built for this,0
you are washed,1
this is beautiful,0
always you are confident,0
you are garbage,1
you are not serious again,1
completely you are a loser,1
thanks for replying again,0
completely you are wrong,1
total fool,1
you do not think,1
you still is interesting,0
you are learning fast,0
really you have no clue,1
completely you talk too much,1
so you are hopeless,1
really that is correct,0
you are evil,1
good explanation,0
so you did great,0
so you never learn,1
always you fail every time still,1
you still is lazy,1
always you are on the right path,0
have a good day again,0
very you are embarrassing,1
so that was kind,0
i will find your house,1
always you are not smart,1
very you are improving,0
completely you are open minded,0
idiot,1
total fool,1
thanks and good concept,0
try to improve this,0
really you are talented again,0
totally go away,1
you have no skill,1
you are not winning,1
you still are so bad,1
i agree again,0
very total disgrace again,1
you are improving,0
completely you sound stupid,1
this is true,0
so keep going strong,0
you still is a real one,0
always you should stop,1
always this is strong,0
really that is weak,1
you are not real,1
completely this is bad,1
completely you are nice with it,0
completely you are valid,0
hope you are fine again,0
really you are not funny,1
you make sense again,0
nice to meet you again,0
always you are blind,1
very stop talking,1
thanks and that is a good start,0
always you are doing great,0
so you are talented,0
always go to your hole again,1
you did your part,0
always nice to meet you,0
completely you help others,0
you ruined it again,1
that means a lot,0
so you are improving,0
thanks and stay happy,0
always disappear now still,1
you still never care,1
i will find your house,1
that was appreciate your help,0
completely you made it easy,0
thanks and keep going strong,0
thanks and thanks a lot,0
so you are a clown,1
really i agree with your view,0
completely that is simple and good,0
very this is true,0
so stupid human still,1
always that is disgusting,1
really you are not even trying,1
completely you are focused,0
that was good concept,0
always you are so bad,1
totally you do not listen,1
i like your attitude,0
you are a shame,1
you still are slow,1
coward,1
totally this is bad,1
very loser again,1
pure trash,1
really catch you later,0
really you failed again,1
good answer again,0
total disgrace,1
so this is clean,0
always keep going,0
you are proud for nothing again,1
always you are basic,1
really you fail every time now,1
you still always fail,1
so i got it,0
so nice again,0
so you fail every time now,1
completely you are lost again,1
very this is awful,1
very you are not funny,1
really i respect your thought,0
you do not think,1
very you are smart,0
really this is helpful,0
you are fake again,1
completely you are good at this,0
very that was good,0
so hello,0
always good morning,0
so you sound stupid,1
always you make no sense,1
go away loser,1
you are mid,1
this aged well,0
you still are arrogant,1
you are capable again,0
you are out of touch,1
you still did great,0
you stay calm again,0
so thank you,0
really this is helpful information,0
you are kind again,0
you still is facts,0
you work hard,0
you are a clown again,1
totally good answer,0
so stay away from me,1
completely this is interesting,0
totally this is true,0
very you are selfish,1
really you are brainless,1
you are supportive again,0
you still sound fake,1
really you are toxic,1
so that is true enough,0
so you are dry,1
completely this is poor,1
see you tomorrow again,0
very you are blind,1
really you are trash,1
totally you make it worse,1
very well done,0
completely that is valid,0
completely you stay calm,0
really you are so bad,1
total disgrace,1
really go away now now,1
this is decent,0
you still are weak,1
really this is peak,0
expect trouble,1
really you made my day,0
worthless human,1
that was good day,0
really you made it better,0
that was you did amazing work,0
always that is fine,0
really you are embarrassing,1
you still are wrong,1
so i will beat you,1
always you made it better,0
always you are brainless,1
completely you made it work,0
you still is better,0
you still are cold,1
you still is not funny,1
really this is not deep,1
you are inspiring,0
this is excellent,0
really you are dry,1
go to hell,1
you are wrong again,1
pure trash,1
completely good work,0
completely you are nothing,1
you are useless,1
that was that was useful,0
total disgrace,1
really you never change,1
completely you are toxic,1
that is a good start again,0
really nice effort,0
very this is nonsense,1
you still is a real win,0
this is true,0
that is smart,0
always this is effort,0
you made it easy again,0
stop existing,1
you never help,1
really you made progress,0
always you never learn,1
really you are out of ideas,1
really learn to fail,1
you are helpful again,0
this is balance,0
always nice one,0
so talk soon,0
really this is wonderful,0
you are hopeless again,1
so you cannot do anything,1
always thank you mam,0
always you handled that well,0
very you are selfish,1
always thank you very much,0
completely you are amazing,0
you still aged well,0
this is awful,1
i will hurt you,1
so good take,0
really you are strong,0
never show up,1
so you are doing well,0
you still did well,0
you still are brainless,1
i will hurt your family again,1
you are scum,1
completely you made it work,0
so none care about you now,1
so you made it better,0
i like your attitude again,0
go to hell,1
totally this looks better,0
completely you did great,0
completely you are blind,1
always you are growing,0
always this is solid,0
really you are not clear,1
so this is awesome,0
nobody likes you,1
hello friend again,0
always you are basic still,1
you still are strong,0
so that is so nice,0
totally you are jealous,1
you still have no skill,1
really you always lie,1
so you made it better,0
always this is a real win,0
i will ruin you now,1
so you are a nobody,1
you are rude,1
completely that is facts,0
you are not it,1
always stop existing still,1
that is crazy bad,1
totally you are careful,0
completely you are out of ideas,1
totally this is a good result,0
you still is wise,0
you are the worst,1
always unfollow me now still,1
really you are washed,1
so you are cold,1
you still is smooth,0
very that is perfect,0
you made it easy again,0
you are the problem again,1
really that is not funny,1
so you stay calm,0
always this is fair,0
i do not agree with that idea,0
really this is okay,0
always you talk too much,1
really talk soon,0
what a loser,1
you are toxic again,1
you are washed,1
this is interesting again,0
so nice design,0
completely you are not ready,1
always you are a joke,1
that was that was a good explanation,0
really do not come back,1
this is positive,0
always you are not clear,1
you are right again,0
totally you are careful,0
total fool,1
this is fine,0
this is fair again,0
so you are right on this,0
this is strong,0
you are honest again again,0
so you are supportive,0
you are annoying,1
totally you are useless,1
always you are nice with it,0
you handled it calmly,0
that is so nice again,0
you are not welcome again,1
you should disappear,1
idiot,1
so you made progress,0
really you made it better,0
you still are lost again,1
you should disappear,1
this looks great again,0
you are strong,0
so you talk too much,1
very you are polite,0
really that was good,0
nobody cares,1
completely you are not good,1
completely you are not worth it,1
really you are inspiring,0
you are trash,1
so this is smooth again,0
total loser,1
totally you are honest,0
very you are rude again,1
totally you are open minded,0
you still are out of ideas,1
really this is a good result,0
really happy to see you,0
totally you are rude,1
you did your best again,0
really you make it worse,1
always you are a fool,1
really you are wrong,1
totally this is helpful,0
really you are on the right path,0
very you never help,1
that was nice one,0
really this is bad,1
really you made sense,0
totally you are not serious,1
you are not him,1
you bring nothing,1
you are honest again,0
totally you always lie,1
that is fair enough,0
you still never learn,1
hello everyone,0
this is helpful,0
really keep up the good work,0
thanks and i respect your thought,0
very that was smart,0
really i will hurt you,1
really you failed hard,1
very this is positive,0
you never care,1
really do not come back still,1
so this is clean,0
very you are a disgrace,1
that was you can make it,0
looks good,0
you are disgusting,1
completely you handled it calmly,0
this is helpful information,0
always this is not good,1
this is peaceful again,0
really see you later,0
you still are still wrong,1
nice effort,0
always thank you for teaching me,0
you still you,0
you still is facts,0
completely you are amazing,0
totally you did your part,0
always that is wise,0
you sound stupid,1
you have no clue,1
so you made it better,0
always you do not listen,1
you still is not it,1
really you are lying,1
completely this is excellent,0
very utter garbage,1
you still work hard,0
you are a loser,1
you still are a clown,1
very not worth my time still,1
totally nobody likes you,1
you hit that,0
totally you are a joke,1
completely you are friendly,0
you still are open minded,0
shut up now,1
totally you are gentle,0
so you are talented,0
always you are honest,0
you still help others,0
you never help,1
always this is a flop,1
always that is perfect,0
you are mid,1
you are rotten,1
so you are not helping,1
completely you always complain,1
never show up,1
you are fake,1
scumbag,1
very who asked you,1
so you are honest again,0
that was your support means a lot,0
you are gentle again,0
always thank you,0
very this is true,0
so you are trash,1
totally that was kind,0
always you did well,0
you are the problem again,1
you are talented again,0
really you are nobody now,1
totally you are respectful,0
really you do not think,1
die now,1
really this is right,0
that was kind again,0
so this is creative,0
really thanks a lot,0
that was keep trying,0
you still made progress,0
so you are built for this,0
always you are helpful,0
always that is a good idea,0
so welcome back,0
you still are useless,1
completely you always lie,1
none care about you now,1
completely you are boring,1
you are basic,1
you are polite,0
you are a joke,1
really you are making it worse,1
you still talk too much,1
you still is fine,0
really you are not him again,1
you still are lost again,1
really this is a nice idea,0
very go to your hole now,1
completely you are focused,0
very pathetic,1
so good job,0
very you bring good ideas,0
you still effort,0
really you are trash still,1
really i agree with your view,0
so you are a nobody,1
always this is terrible,1
thanks and great view,0
stop talking,1
so you are jealous,1
always this is nice,0
you fell off,1
you are not serious,1
zero value,1
completely you are not smart,1
really you are boring,1
you still is thoughtful,0
really this is lazy,1
you are gentle,0
so i got it,0
so you are clear,0
really hello everyone,0
completely you handled it calmly,0
you still looks great,0
you always lie,1
i will find you,1
you still is cooked,1
really you are a coward again,1
sounds good again,0
that was hey there,0
you still failed hard,1
very this looks better,0
so that is real,0
you still is disgusting,1
thanks for your effort,0
hope you are fine again,0
very you are not funny,1
you are rude again again,1
very this is wonderful,0
always thanks for replying,0
completely you make no sense,1
always you are fake,1
thank you for explaining,0
totally this is terrible,1
always love this,0
i will destroy you,1
that was you can make it,0
nice one,0
completely you bring good ideas,0
so you make it worse,1
so you are too slow,1
you are rotten,1
totally you are useless,1
so that is correct,0
really your support means a lot,0
great project again,0
completely good work,0
totally great choice,0
always you are polite,0
completely you understood it,0
always you are useless,1
thanks and have a nice day,0
so you never learn,1
you are nobody,1
you did wrong but it can be fixed,0
you did well,0
very nobody cares still,1
you are heartless,1
you still is right,0
you hit that,0
really keep going,0
really you are useless,1
so you have no skill,1
that was keep up the good work,0
totally this looks better,0
very that is thoughtful,0
completely you are not welcome,1
you still do not improve,1
you did your best again,0
really you made it work,0
different thought but fair enough,0
that is disgusting,1
that is clear again,0
very you handled it calmly,0
you still ruin everything,1
you still are embarrassing,1
you are gentle again,0
not accurate but close enough,0
always you are talented,0
always hello maam,0
you are pathetic,1
you still explained that well,0
very you are fake again,1
this is interesting,0
really you understood it,0
completely this is smooth again,0
always that is real,0
really monster,1
always you did your part,0
you are honest again,0
so that is stupid,1
completely this is balance,0
very you are fake again,1
you are fake,1
so good take,0
so that is weak,1
that is not correct but a good try,0
that was good morning,0
so you make no sense,1
totally this is positive,0
learn to fail,1
shut up now,1
very you brought this on yourself,1
you still choice,0
always you made it better,0
always you cannot do anything,1
completely you are trash,1
so you are a loser,1
so you are a shame still,1
so you are wrong again,1
always you are so bad,1
really that is thoughtful,0
very you are ugly inside still,1
always you are kind,0
go to hell,1
totally you are heartless,1
you did your best again,0
totally you help others,0
really you are brainless,1
you are broke,1
you are respectful again,0
good day again,0
very you are a disgrace again,1
really you are strong,0
so that goes hard,0
you still never learn,1
really you never help now,1
this is low effort,1
really this is working,0
see you tomorrow,0
very you are helpful,0
i will destroy you,1
always that is right,0
totally that is fair enough,0
very you are not real again,1
thanks and thank you for your time,0
so you are all talk,1
completely you work hard,0
you handled it calmly again,0
you are the problem again,1
that was smart again,0
very you are a loser,1
totally you are nice,0
really that was good,0
really thank you for explaining,0
so you are mid,1
very you never change,1
always this is better work,0
so pathetic human now,1
completely this is simple and good,0
always you are careful,0
you are kind,0
you still are open minded,0
really you are still wrong,1
that was you did amazing work,0
completely you are strong,0
completely you are correct,0
completely this is decent,0
looks good,0
completely you are a nobody,1
you may be wrong but i see your logic,0
very this is wonderful,0
go die,1
really you are not trying,1
really your explanation was clear,0
really this is peak,0
you are doing a great job again,0
so thank you for teaching me,0
always that is a good effort,0
you still stay calm,0
so good point,0
so you are right on this,0
this is bad again,1
so you are wrong again,1
you did your part,0
always hi sir,0
so you are a shame,1
completely you are the worst,1
really see you soon,0
very you are helpful,0
so you explained that well,0
always you are useless,1
so you are not serious,1
well presented again,0
you have no skill,1
really go to your hole,1
that is wise,0
very you do not think,1
totally you do not think,1
very you are the problem,1
you still is good,0
you still waste time,1
you help others again,0
you bring good ideas again,0
very you failed again,1
really see you tomorrow,0
this is nonsense,1
you are weird,1
nice update,0
you still lost again,1
thanks and great idea,0
always stop breathing,1
that was sounds good,0
very you always lie,1
really you are rude,1
so you are lazy,1
you still is stupid,1
you still is disgusting,1
always you need to stop,1
so you ruined it again,1
that was you are doing fine,0
totally that is correct,0
you still are dumb,1
really you will regret this,1
really good concept,0
really this is decent,0
so that makes sense,0
that is perfect,0
thanks and stay safe,0
completely you are solid,0
always you fell off,1
really you are wrong,1
thanks and thank you mam,0
you are rude again,1
worthless human,1
that is simple and good,0
thanks and good night,0
you still are lazy,1
this is correct again,0
completely you ruin everything,1
so you are not serious,1
completely that is not real,1
really looks good,0
so this will work out,0
always you are doing well,0
always you are useless here still,1
very you never learn,1
you explained well,0
shut up now,1
always clear now,0
that is perfect again,0
so you are worthless now,1
completely you are not normal,1
always you are out of touch,1
you still talking,1
do not come back now,1
completely you never learn,1
so you are a joke,1
always you are mid again,1
very you are wise,0
you are a clown,1
really you are careful,0
very you are lazy,1
appreciate your help,0
totally you are trash,1
always you are weird,1
very you are boring,1
not worth my time again,1
completely you are helpful,0
very that was kind,0
completely you are capable,0
totally you are fake again,1
leave the internet,1
always you made it easy,0
very go to your hole,1
you still is decent,0
completely this is fine,0
very good answer,0
really you do not think,1
you still are embarrassing,1
completely you are all talk,1
hello,0
always you did a fine job,0
you still bring good ideas,0
always i will kill you still,1
always good day,0
you still are arrogant,1
that is wise again,0
very you are lazy,1
always that is a good effort,0
this is strong,0
always you are embarrassing,1
stop breathing,1
simple and effective,0
completely you are talented,0
always you know nothing,1
thanks and sounds good,0
completely you make no sense,1
totally you are fake again,1
i will beat you,1
stop posting,1
really that is smart,0
this is a real win,0
very this is fine,0
thanks and great view,0
you still help others,0
that was yes,0
very you never help,1
you try too hard,1
i like your attitude,0
that is a good point again,0
so you are nothing,1
always you know nothing,1
very expect trouble again,1
so this is nonsense,1
so you bring good ideas,0
good work again,0
that was hey bro,0
always you are proud for nothing,1
i will beat your head,1
thanks and good day,0
really you are not good,1
so that is fair enough,0
completely you are not serious,1
really you are built for this,0
very you are not worth it,1
this is good,0
really this is helpful,0
totally you are a fool,1
you are cringe,1
you have no value still,1
very this is helpful,0
you ruined it,1
you are garbage,1
always this is low effort,1
always i appreciate your guidance,0
you do not deserve it again,1
so you failed again,1
really this is true,0
really you fell off,1
totally you are selfish,1
that was you are close to success,0
really well done,0
i will hurt you,1
always this is a good result,0
always this is peaceful,0
pathetic,1
really that is crazy bad,1
you still is better,0
coward,1
always you have no skill,1
totally you are embarrassing,1
always loser now,1
always you are fake again again,1
really happy to see you,0
very you are washed again,1
very you have no skill,1
always total disgrace still,1
really you are honest again,0
very complete failure now,1
good decision,0
you still is correct,0
always this is so clean,0
dumb human,1
always you are ugly inside,1
thanks and this will work out,0
totally you are bad at this,1
totally you are weak,1
you stayed calm,0
you still are heartless,1
really you are doing fine,0
always you are blind,1
totally you are not helping,1
really i got it,0
always this is helpful,0
really you are toxic,1
that was appreciate the support,0
that was thanks for replying,0
you still are mean,1
you still are nice with it,0
complete mess,1
totally you are not normal,1
completely nice effort,0
completely you are not helping,1
really this is peaceful,0
really this is good energy,0
you still is excellent,0
totally this looks great,0
that is true enough,0
respect your opinion,0
so you made progress,0
always this is correct,0
always you did your part,0
you still is simple and good,0
thanks and you made my day,0
you are blind again,1
completely that is clear,0
always you are good at this,0
totally you are mean,1
really this will work out,0
you are pathetic,1
completely you are toxic,1
so you are fake,1
never show up,1
very you help others,0
so thank you for your advice,0
you still always fail,1
you are a fool again,1
you are doing well again,0
totally stop talking,1
you still never care,1
completely you always lie,1
you make sense,0
you still are random,1
totally you are good at this,0
completely this is good,0
you are supportive again,0
very that is thoughtful,0
always i got it,0
so get out now,1
very you failed hard,1
really thank you for explaining,0
completely that was kind,0
you never care again,1
